review_id,app,platform,rating,title,body,date,version,username
12650567495,Cardoc,ios,1,카닥,견적서 삭제도 안되는 거지같은 앱,2025-05-12T23:42:49-07:00,9.0.10,블랭크홀
12558679672,Cardoc,ios,1,별로입니다,외장수리 하지마세요,2025-04-18T10:58:39-07:00,9.0.10,ㅎㅎㅎㅎ류지
10834864117,Cardoc,ios,5,감사합니다,사고 나서 접수 받으시자마자 바로 보러 와주시고 정확한 일정과 수리 후에도 갖다주시고 감사합니다 꼼꼼한 수리도 중요하지만 서비스와 대처도 중요하다 생각하는데 만족스러운 수리였어요 사고가 안 난다면 베스트지만 담에 이용할 일 생긴다면 꼭 재방문 하겠습니다!!,2024-01-17T23:35:34-07:00,8.1.3,Soobin2927
10830654915,Cardoc,ios,1,견적 받을 수 없다는 메세지만..,휀다 긁히고 찌그러진 곳 사진 찍어서 올렸는데 외장 긁히고 찌그러진게 아니라고 견적 받을 수 없다는 메세지만 오는데?,2024-01-16T19:11:29-07:00,8.1.3,니취나알?
10830364485,Cardoc,ios,5,비교견적,"타업체 견적으로 합리적인 작업을 했네요. 어플 마음에
들어요",2024-01-16T17:10:26-07:00,8.1.3,Jaehkims
10828784282,Cardoc,ios,5,친절한 서비스 완벽한 수리,집앞에서 약속한 시간에 픽업해주시고 완벽한 수리후 세차까지 해주시고 다시 집앞까지 가져다 주셔서 감사합니다. 수리가 필요 하신분들 강력 추천합니다.,2024-01-16T07:18:20-07:00,8.1.3,hyun981
10826913700,Cardoc,ios,5,엔진 오일 교환건,차에 대한 지식과 친절 마인드를 탑재하신 보기드문 사장님 입니다. 재방문 예정,2024-01-15T18:24:49-07:00,8.1.3,우마왕짱
10811692109,Cardoc,ios,5,만족,참좋은 어플인듯 합니다,2024-01-11T18:00:07-07:00,8.1.3,찰리구
10797747450,Cardoc,ios,5,정말 친절하고 빠르게 처리해주셨습니다!,"정말 친절하시고 감사하게도 저렴한가격에 픽업까지!
완존 감사하고 감사합니다 번창하세요!",2024-01-07T23:47:14-07:00,8.1.3,망겜보면짖음
10789620104,Cardoc,ios,5,자주이용하는 어플,차를 좋아하는 나에게 꼭 필요한 어플이다.,2024-01-05T21:44:12-07:00,8.1.3,DO$Hunter
10784773501,Cardoc,ios,5,신속한 견적 상담으로 하루 만에 차 수리 받음,사고 후 멘붕이었는데 제 차랑 상대편 차 수리 견적 시세 받고 보험/비보험 처리 여부를 선택할 수 있었습니다. 소개받은 공업사들도 친절하고 앱 서비스에 만족합니다.,2024-01-04T15:50:43-07:00,8.1.3,hpton
10778279718,Cardoc,ios,5,점점 좋아지네요~!,카닥.. 점점 좋라지네요~!,2024-01-03T02:43:17-07:00,8.1.3,유리스트1
10777137513,Cardoc,ios,5,엔진오일교환,편하고 좋아요,2024-01-02T19:00:37-07:00,8.1.3,Cocobini
10766011701,Cardoc,ios,5,타깃 최고,처음 이용했는데 참 좋은 서비스인가요 같아요 담에도 카닥으로 ㅋㅋㅋ,2023-12-31T01:29:22-07:00,8.1.3,수완동 늑대
10753642963,Cardoc,ios,1,이앱은 호갱들이 사용하는 앱입니다 조심하세요,"최저가는 호구를 유입하기 위한 것 조심하세요 
70견적으로 갔다가 수리 다끝내고 130만원으로 바뀌었고 ㅋㅋㅋ 납득 안된다니 업체에서 그러면 차 못보내준다하네요 그리고 카닥에 문의하니 자기들은 해줄수있는게 없다네요  에효",2023-12-27T22:38:35-07:00,8.1.2,정말싫다
10745303619,Cardoc,ios,1,수리 ㅈㄴ 못함,티 오지게 남 이런곳만 소개해주는 어플,2023-12-25T19:09:56-07:00,8.1.2,ㅇ으뮤
10735345556,Cardoc,ios,5,항상 이용하는데 만족이요.,아무것도 모르는 여성 차주인데 대만족이요. 소심하게 전화해서 알아보기 힘든데 알아서 픽업 가능한 업테 견적 다 받을 수 있고 비교할 수 있어 너무 좋네요.,2023-12-23T06:30:54-07:00,8.1.2,ㅇㅅㅇㅇㅈ 90
10733948953,Cardoc,ios,5,처음 이용해본 카닥,"걱정 반 , 차 긁혀서 속상함 반으로 시작했는데 너무 만족합니다 가장 추운 날 고생 많으셨습니다 사업 번창하세요!!!",2023-12-22T22:27:48-07:00,8.1.2,와팡
10717590465,Cardoc,ios,5,좋음,이용하기 편해료 여자인 저도 편하게 카센터 잘 갈거 같습니다 서비스 쵝오,2023-12-19T05:59:39-07:00,8.1.2,도서관애용자
10715242179,Cardoc,ios,5,👍🏻👍🏻,👍🏻👍🏻👍🏻👍🏻,2023-12-18T19:45:59-07:00,8.1.2,브이텍와인딩
10691583870,Cardoc,ios,5,헉키누나,좋아요,2023-12-13T16:16:47-07:00,8.1.1,헉키누나
10687811523,Cardoc,ios,4,카닥서비스,"카닥 서비스 덕분에 저렴하고
효율적으로 수리 받게되어
카닥 추천 드립니다",2023-12-12T16:59:01-07:00,8.1.1,해피 대디
10687591174,Cardoc,ios,1,업체가 갑질하는 엉망진창의 구조,"1. 12월 4일에 수리를 위해 업체와 예약 진행, 예약일은 13일 오전 8시(픽업) 2. 약속 리마인드를 위해 12일 오후 2시에 업체 통화하여 13일 오전 8시 픽업 재확인 3. 13일 오전 8시 20분, 픽업 기사님 연락이 없어 업체 통화 진행해보니 아직 기사 매칭되지 않았고, 확실한 시간 약속 불가하다고 함 4. 곧 출근해야 하는데, 시간을 말씀해주지 않으시면 어떻게 해야하냐? 반문 5. 차키를 앞바퀴 위에 두고 그냥 출근하라고 함 6. 분실 시 누가 책임지냐, 탁송 업체 연락처 알려주면 내가 확인해보겠다 문의 7. 그렇게 부정적으로 나올꺼면 그냥 예약 취소해드리겠다, 취소하고 하지 마시라 라는 업체의 답변 예약을 9일 전에 하고, 어제 리마인드 통화까지 했는데 업체를 통해 받은 답변은 “그럼 그냥 취소하세요” 이런 업체 때문에 다른 선량한 업체들도 싸잡아서 욕먹는겁니다. 카닥 믿고 업체 예약했는데 돌아오는건 업체의 갑질 뿐이네요. 1급 아짚모터스 심지어 카닥플러스 업체던데.. 이런 티끌이 모여서 카닥 플랫폼에 악영향을 주는겁니다.",2023-12-12T15:36:13-07:00,8.1.1,리아시스트
10684909984,Cardoc,ios,5,도움되는 어플,차주에게는 필수적으로 있어야 합니다,2023-12-12T00:34:44-07:00,8.1.1,물포카
10684027682,Cardoc,ios,5,정비 서비스는 카닥,쵝오,2023-12-11T18:07:15-07:00,8.1.1,슈퍼또기남편
10683652045,Cardoc,ios,5,굿,굿,2023-12-11T15:30:26-07:00,8.1.1,정정장당쟝
10647617803,Cardoc,ios,5,신속 정확 견적 만족,"두번째 이용 
간편하고 카전문가들이랑 손쉽게 상담 비교 할수있어서 
차 고칠때마다 유용한 앱",2023-12-01T18:56:44-07:00,8.0.2,고니곤나
10644251300,Cardoc,ios,5,앱사용 과정이 다 무난함,좋아요,2023-11-30T21:18:30-07:00,8.0.2,알잖아요
10630546819,Cardoc,ios,5,"셀토스 문짝 교체, 도색","조수석 앞, 뒷문 크게 긁어서 뒷문은 교체 앞문은 도샛 진행했는데 너무 완벽하게 수리되었습니다
지난번 판금 도색 했을 때도 워낙 색상 및 외관 사고 전 새차랑 똑같이 진행해 주셔서 밑고 맡겼는데 언제나 친절하신 사장님 이번에도 완벽하게 새차로 만들어 주셨어요👍👍",2023-11-27T01:31:26-07:00,8.0.2,ㅇㅇㅇㅓㅓㅣㅏㅗ
10625611940,Cardoc,ios,5,친절하고  기술이  좋은  오토케어  짱짱!!,"일단  다른곳은  잘라서  용접  어쩌고  하면서  사고차량도  된다고  하고   진짜  심란한 마음가지게   만들었는데    오토케어 사장님은    판금 도색만으로   가능할것 같다는  믿음을  주셨고   수많은  후기에  버금가는  실력으로     착한 가격에  깔끔하게  마무리  해주셨습니다.  카닥견적 금액 그대로  맞춰서  해주시고
정말  감사드립니다.  덕분에   이젠  맘이  좀 편안해졌어요.^^",2023-11-25T17:22:55-07:00,8.0.2,루이 어니
10618153265,Cardoc,ios,5,좋은 착한 정비소 찾기,👍👍👍👍👍,2023-11-23T18:04:32-07:00,8.0.2,버키2세대
10582985945,Cardoc,ios,4,편리한 자동차 앱이네요.,"앱이 없었으면 일일이 근처 공업사를 발품팔아 돌며 견적을 내야 했을텐데, 덕분에 시간 절약하고, 차량 수리를 잘 받을 수 있었던 거 같습니다. 다만, 견적 업체가 좀 한정적인거 같아 조금은 아쉽긴 했습니다.",2023-11-13T16:23:29-07:00,8.0.2,브로딥
10580752327,Cardoc,ios,4,ㄱ ㅅ,굿,2023-11-13T01:39:23-07:00,8.0.2,ㅇㅇㅇㅇㅇㅇㅋㅋㅋ머
10566149924,Cardoc,ios,5,수리 견적 어디서 받아요?,여기 수리견적 여러군데에서 받을수있고 리뷰보면서 평가도 볼 수 있어서 좋아요!! 추천합니다 ㅎㅎ,2023-11-09T01:24:25-07:00,8.0.2,Jy891226!
10561749799,Cardoc,ios,5,좋네요,견적 빠르고 처리 빠르고 결제 빠르고 다 좋네요,2023-11-07T18:43:35-07:00,8.0.0,양bryan
10559173335,Cardoc,ios,4,수리가 막막할때 찾으면 좋은 앱,차수리시 공업사 찾기에 좋네요. 사진으로 수리비 견적을 내는 것에는 다소 한계가 있어보입니다,2023-11-07T02:12:45-07:00,8.0.0,코코로연애시작
10555690232,Cardoc,ios,5,좋은 앱입니다.,없었으면 어쩔뻔 했나 싶을 정도입니다. 엄지척!,2023-11-06T01:36:37-07:00,8.0.0,알영감님
10555103569,Cardoc,ios,5,사장님이 친절하시고 좋습니다,전부터 계속 이용중이지만 다른데 보다 진짜로 여기 매장처럼  친절한데가 없습니다. 한번 가 보세요 후회안합니다. 가격도 좋습니다.,2023-11-05T20:32:14-07:00,8.0.0,그랜저IG 쭌
10506562270,Cardoc,ios,1,알바쓰나요,"티가나도 너무남 
견적을 알아보다가 해당금액보다 더나오고 별로라 지웁니다
지인통해서 카탁보다 더저렴히 10만원 깍고 다시새차가 되었네요",2023-10-23T04:37:46-07:00,7.10.1,알려진바없음
10493979663,Cardoc,ios,5,너무너무 만족해서 리뷰 남겨요!,"숨고랑 카닥이랑 둘다 견적 진행하고 
리뷰와 가격이 합리적인 쪽으로 선택해서 
SM모터스로 선택하게되었습니다 *^^* 
카톡사진으로 진행상황 남겨주시고 꼼꼼하게 봐주셔서 믿음이 갔습니다 
픽업도 가능하시고 갖다주실때 회사로 요청드렸는데도 너무 친절하셔서 감동받았어요 ㅠㅠ 
다음에또 처리할일이 생기면 믿고 맡길수 있을거같습니다 사장님 인상도 너무 좋으세요😄",2023-10-19T19:15:18-07:00,7.10.1,샤테론
10491105401,Cardoc,ios,5,굿 어플,굿굿,2023-10-19T01:25:02-07:00,7.10.1,드가자히이
10476704809,Cardoc,ios,5,엔진오일,엔질오일 선택 하기편하고 교체 매장도 선택 하기 편합니다,2023-10-15T01:34:53-07:00,7.10.1,힘들죠
10472123457,Cardoc,ios,5,덕분에 차를 잘 수리했어요,앱 평가하는거 처음인데 굉장히 편리한 앱인 것 같아요,2023-10-13T22:19:41-07:00,7.10.1,Idea Frame
10467674656,Cardoc,ios,5,정말 만족스런 앱입니다,물론 사용할일이 없는게 최상이겠지만 ... 차를 수리할 일이 발생했다면 이 앱을 이용하면 신속 정확한 최고의 서비스를 받을 수 있을거라 느낀다,2023-10-12T18:02:24-07:00,7.10.1,가을바람속으로
10464424463,Cardoc,ios,2,쿠폰 사용 불편,"오일장 쿠폰 쓰는 절차가 정말 짜증나네요 자세한 설명이 필요합니다.
 다시
환불 방식으로 돌려주는것도 참 이상하고 지금도 언제 돌려 받을지 모름
불폄함",2023-10-11T19:16:09-07:00,7.10.1,주둥주둥주듕이
